faculty,partner_uni,partner_uni_module_1,partner_uni_module_1_title,partner_uni_module_1_credits,partner_uni_module_2,partner_uni_module_2_title,partner_uni_module_2_credits,nus_module_1,nus_module_1_title,nus_module_1_credits,nus_module_2,nus_module_2_title,nus_module_2_credits
NUS Business School,Indiana University,P421,SUPPLY CHAIN MANAGEMENT: GLOBAL SUPPLY CHAIN STRATEGY,3,,,,DSC3201,Supply Chain Management,4,,,
NUS Business School,Indiana University,F307,WORKING CAPITAL MANAGEMENT,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,Indiana University,M415,ADVERTISING AND PROMOTION PLANNING,3,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,Indiana University,A202,INTRODUCTION TO MANAGERIAL ACCOUNTING,3,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,Indiana University,M312,RETAIL MARKETING MANAGEMENT,3,,,,MKT2411,Retail Management,4,,,
NUS Business School,Indiana University,F335,SECURITY TRADING AND MARKET MAKING,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,Indiana University,Z302,MANAGING BEHAVIOR IN ORGANIZATIONS,3,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,Indiana University,F300,INTRODUCTION TO FINANCIAL MANAGEMENT,3,,,,FIN2004,Finance,4,,,
NUS Business School,Indiana University,G345,"MONEY, BANKING &AMP; CAPITAL MARKETS",3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,Indiana University,J411,ANALYSIS OF BUSINESS DECISIONS,1.5,J420,ADVANCED CASE ANALYSIS & EFFECTIVE CONSULTING,1.5,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1007,STRATEGIC ANALYSIS,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1009,COMPETITIVE ANALYSIS,3,,,,BSP4511,Industry & Competitive Analys,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1012,ADVERTISING MANAGEMENT,3,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1002,TRADING STRATEGIES AND SYSTEMS,3,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1003,RISK MANAGEMENT IN FINANCIAL INSTITUTIONS,3,,,,FIN3118,Financial Risk Management,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1046,MANAGING PEOPLE & TEAMS,3,,,,MNO3313Z,TOPICS IN M & O: MANAGEMENT 3,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1048,INTRODUCTION TO MARKETING,4,,,,MKT1003,Principles of Marketing,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1019,EQUITY VALUATION,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1020,INVESTMENT TOPICS: MICROFINANCE,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1026,COMPETITIVE ADVANTAGE FROM OPERATIONS,3,,,,DSC2006,Operations Management,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1027,MANAGERIAL SKILLS,3,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1041,REAL ESTATE FINANCE,3,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1044,FINANCIAL STATEMENT ANALYSIS,3,,,,FIN3113,Financial Statement Analysis,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1073,RETAIL MANAGEMENT,3,,,,MKT2411,Retail Management,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1076,"STRATEGIC MARKETING, PLANNING AND MANAGEMENT",3,,,,MKT4411,Marketing Strategy,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1079,ORGANIZATIONAL COMMUNICATION AND ITS SOCIAL CONTEXT,4,,,,MNO3312,Organisational Communication,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1056,MARKETING RESEARCH/RESEARCH FOR CUSTOMER INSIGHTS,3,,,,MKT2413,Marketing Research,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1061,CORPORATE FINANCE,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1142,ADVANCED CORPORATE FINANCE,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,New York University,BIZ-DO-ZXY1086,INTERNATIONAL FINANCIAL MANAGEMENT,3,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1087,FUTURES & OPTIONS,3,,,,FIN3116,Options and Futures,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1105,TOPICS IN ENTREPRENEURIAL FINANCE,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,New York University,BIZ-DO-ZXY1109,INVESTMENT BANKING,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1120,MANAGING CHANGE,3,,,,MNO3320,Managing Change,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1195,INTERNATIONAL MARKETING MANAGEMENT,3,,,,MKT2412,Global Marketing,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1148,MOVIE MARKETING,2,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1157,GLOBAL MACROECONOMICS,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1275,BEHAVIORAL FINANCE,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1227,MANAGING IN CREATIVE INDUSTRIES,3,,,,MNO3313Y,TOPICS IN M & O: SEL TOPICS 3,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1232,PRINCIPLES OF MANAGERIAL ACCOUNTING,2,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1249,PATTERNS OF ENTREPRENEURSHIP,3,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1428,ECONOMICS OF GLOBAL BUSINESS,4,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1431,EMERGING MARKETS FINANCE,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,New York University,BIZ-DO-ZXY1433,BRAND STRATEGY,3,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1365,NEGOTIATION & CONSENSUS BUILDING,3,,,,MNO3322,Negotiations and Bargaining,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1369,PORTFOLIO MANAGEMENT,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1380,ECONOMICS OF GLOBAL BUSINESS,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1386,GETTING TO LAUNCH! THE LEAN START-UP LAB,3,,,,TR3002,New Venture Creation,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1388,"MERGERS, ACQUISITIONS & RESTRUCTURING",2,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1389,ALTERNATIVE INVESTMENTS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1394,REGRESSION & MULTIVARIATE DATA ANALYSIS,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,New York University,BIZ-DO-ZXY1396,MACROECONOMIC FOUNDATIONS FOR ASSET PRICES,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1400,ADVANCED PORTFOLIO ANALYSIS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1404,NEW PRODUCT MARKETING,3,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1411,HEDGE FUND STRATEGIES,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1413,FINANCIAL CRISES,4,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,New York University,BIZ-DO-ZXY1418,CONSUMER BEHAVIOR,3,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,New York University,PU045,Foundations Of Finance,4,,,,FIN2004,Finance,4,,,
NUS Business School,New York University,PU046,Foundations Of Finance,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,New York University,PU007,Foundations Of Finance,3,,,,FIN3103,Financial Markets,4,,,
NUS Business School,New York University,PU050,Financial Crisis,4,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,New York University,PU051,Macroeconomics Foundations For Asset Prices,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,New York University,PU042,Financial Modelling & Analysis,3,,,,FIN3132,Value Investing In Asia,4,,,
NUS Business School,New York University,MULT-UB27,The Financial System,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,The College of William & Mary,ECON102,PRINCIPLES OF MACROECONOMICS,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,The College of William & Mary,ECON304,INTERMEDIATE MACROECONOMICS THEORY,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,The College of William & Mary,BUAD433,ENTREPRENEURIAL STRATEGY/STRATEGIES OF ENTREPRENEURSHIP,3,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,The College of William & Mary,BUS450,"INTERNATIONAL MARKETING, EXPORTING AND ENTREPRENEURSHIP",3,,,,MKT2412,Global Marketing,4,,,
NUS Business School,The College of William & Mary,BUAD325,EQUITY MARKETS AND PORTFOLIO MANAGEMENT,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,The College of William & Mary,BUAD417,INTERNATIONAL FINANCE,3,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,The College of William & Mary,BUAD435,"TEAMS: DESIGN, SELECTION & DEVELOPMENT",3,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,The College of William & Mary,BUAD323,FINANCIAL MANAGEMENT,3,,,,FIN2004,Finance,4,,,
NUS Business School,The College of William & Mary,BUAD437,CHANGE MANAGEMENT & ORGANIZATIONAL TRANSFORMATION,3,,,,MNO3313X,TOPICS IN MGT & ORG:SEL TOPICS,4,,,
NUS Business School,The College of William & Mary,BUAD414,GLOBAL STRATEGIC MANAGEMENT,6,,,,BSP3001,Strategic Management,4,,,
NUS Business School,The College of William & Mary,BUAD423,CORPORATE FINANCIAL STRATEGY,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,The College of William & Mary,BUAD324,Money & Debt Markets,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,University of California,MGMT122,Management Accounting,4,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,University of Connecticut,FNCE3302,INVESTMENT AND SECURITY ANALYSIS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,University of Connecticut,MGMT4900,"STRATEGY, POLICY AND PLANNING",3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,University of Connecticut,MKTG3101,INTRODUCTION TO MARKETING MANAGEMENT,3,,,,MKT1003,Principles of Marketing,4,,,
NUS Business School,University of Connecticut,MKTG3260,MARKETING RESEARCH,3,,,,MKT2413,Marketing Research,4,,,
NUS Business School,University of Connecticut,FNCE4304,FINANCIAL RISK MANAGEMENT,3,,,,FIN3118,Financial Risk Management,4,,,
NUS Business School,University of Connecticut,FNCE3221,RISK MANAGEMENT AND INSURANCE,3,,,,FIN3119,Risk and Insurance,4,,,
NUS Business School,University of Connecticut,MKTG3208,CONSUMER BEHAVIOR,3,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,University of Connecticut,MKTG3665,NEW MEDIA MARKETING STRATEGIES,3,,,,MKT3415,Marketing in a Digital Age,4,,,
NUS Business School,University of Connecticut,MKTG3625,INTEGRATED MARKETING COMMUNICATIONS,3,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,University of Connecticut,FNCE4305,GLOBAL FINANCIAL MANAGEMENT,3,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,University of Connecticut,FNCE5504,OPTIONS & FUTURES,3,,,,FIN3116,Options and Futures,4,,,
NUS Business School,University of Connecticut,ACCT2101,PRINCIPALS OF MANAGERIAL ACCOUNTING,3,,,,ACC2002,Managerial Accounting,4,,,
NUS Business School,University of Connecticut,FNCE4209,APPLICATIONS IN FINANCIAL MANAGEMENT,3,,,,FIN3120,Topics in Finance (TIF),4,,,
NUS Business School,University of Connecticut,MGMT3230,THINKING ACTING MANAGING ENTREPRENEURIALLY,3,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,University of Connecticut,MKTG3757,STRATEGIC BRAND MANAGEMENT,3,,,,MKT3418,Product And Brand Management,4,,,
NUS Business School,University of Connecticut,ACCT2001,PRINCIPLES OF FINANCIAL ACCOUNTING,3,,,,ACC1002,Financial Accounting,4,,,
NUS Business School,University of Connecticut,OPIM3104,OPERATIONS MANAGEMENT,3,,,,DSC2006,Operations Management,4,,,
NUS Business School,University of Connecticut,ECON1202,PRINCIPLES OF MACROECONOMICS,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,University of Connecticut,MKTG3370,GLOBAL MARKETING STRATEGY,3,,,,MKT2412,Global Marketing,4,,,
NUS Business School,University of Connecticut,MGMT3234,"OPPORTUNITY GENERATION, ASSESSMENT AND PROMOTION",3,,,,MNO2009,Entrepreneurship,4,,,
NUS Business School,University of Connecticut,MKTG3753,ENTREPRENEURIAL MARKETING,3,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,University of Connecticut,BADM3720,THE LEGAL AND ETHICAL ENVIRONMENT OF BUSINESS,3,,,,BSP1004,Legal Environment Of Business,4,,,
NUS Business School,University of Connecticut,FNCE202,INVESTMENT & SECURITY ANALYSIS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,University of Connecticut,MKTG252,CONSUMER BEHAVIOR,3,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,University of Connecticut,MKTG3452,PROFESSIONAL SELLING,3,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,University of Connecticut,BLAW3175,THE LEGAL AND ETHICAL ENVIRONMENT OF BUSINESS,3,,,,BSP1004,Legal Environment Of Business,4,,,
NUS Business School,University of Connecticut,MGMT3235,"VENTURE PLANNING, MANAGEMENT AND GROWTH",3,,,,TR3002,New Venture Creation,4,,,
NUS Business School,University of Connecticut,MKTG3454,SALES MANAGEMENT AND LEADERSHIP,3,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,University of Connecticut,MGMT5138,MANAGING ORGANIZATIONS,3,,,,MNO1001,Management And Organisation,4,,,
NUS Business School,University of Connecticut,MGMT290,"STRATEGY, POLICY AND PLANNING",3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,University of Connecticut,FNCE4306,FINANCIAL SERVICES,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,University of Connecticut,FNCE4319,ENTREPRENEURIAL FINANCE,3,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,University of Connecticut,BADM3752,PROFESSIONAL SELLING,3,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,University of Connecticut,LAMS3292,GUATEMALAN SOCIETY AND SOCIAL ENTREPRENEURSHIP,3,,,,MNO3330,Social Entrepreneurship,4,,,
NUS Business School,University of Connecticut,MKTG3362,"Marketing, Planning & Strategy",3,,,,MKT3413,Sme Marketing Strategy,4,,,
NUS Business School,University of Connecticut,MGMT3101,Managerial & Interpersonal Behavior,3,,,,MNO1001,Management And Organisation,4,,,
NUS Business School,University of Connecticut,FNCE3101,Financial Management,3,,,,FIN2004,Finance,4,,,
NUS Business School,University of Connecticut,MKTG3101,Introduction To Marketing Management,3,,,,MKT2401,Asian Markets & Marketing Mgmt,4,,,
NUS Business School,University of Connecticut,FNCE3101,Financial Management,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,University of Connecticut,FNCE3321,Risk Management And Insurance,3,,,,FIN3119,Risk and Insurance,4,,,
NUS Business School,University of Connecticut,FNCE4302,Fixed Income Securities,3,,,,FIN3131,Fixed Income Securities,4,,,
NUS Business School,University of Connecticut,MGMT3101,Managerial & Interpersonal Behavior,3,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,University of Connecticut,MKTG3362,Marketing Planning & Strategy,3,,,,MKT4411,Marketing Strategy,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN341,FINANCIAL ASPECTS OF NEW VENTURES,3,,,,FIN3120Y,Topic in Finance,4,,,
NUS Business School,"University of Hawaii, Manoa",BUS623,MARKETING MANAGEMENT,3,,,,MKT2412,Global Marketing,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN307,CORPORATE FINANCIAL MANAGEMENT,3,,,,FIN3101,Corporate Finance,4,,,
NUS Business School,"University of Hawaii, Manoa",BUS632,BUSINESS POLICY & STRATEGY,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,"University of Hawaii, Manoa",HRM351,HUMAN RESOURCE MANAGEMENT,3,,,,MNO2302,Human Resource Management,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT331,MARKETING COMMUNICATIONS,3,,,,MKT3420,Advertising & Promotion Manage,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT321,MARKETING RESEARCH,3,,,,MKT2413,Marketing Research,4,,,
NUS Business School,"University of Hawaii, Manoa",BUS315,GLOBAL MANAGEMENT & ORGANIZATIONAL BEHAVIOR,3,,,,MNO3313,Topics in Leadership and Human,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN321,INTERNATIONAL BUSINESS FINANCE,3,,,,FIN3115,International Financial Mgmt,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT372,MARKETING FOR NEW VENTURES,3,,,,MKT3413,Sme Marketing Strategy,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN412,OPTIONS AND OTHER DERIVATIVES,3,,,,FIN3116,Options and Futures,4,,,
NUS Business School,"University of Hawaii, Manoa",MGT341,BEHAVIOR IN ORGANIZATIONS,3,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN311,INVESTMENTS,3,,,,FIN3102,Investmt Anlys & Portfolio Mgt,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT391,MARKETING STRATEGIES,3,,,,MKT4411,Marketing Strategy,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN331,INTERNATIONAL BANKING,3,,,,FIN3120X,Topic in Finance,4,,,
NUS Business School,"University of Hawaii, Manoa",BUS314,BUSINESS FINANCE,3,,,,FIN2004,Finance,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT341,RETAILING MANAGEMENT,3,,,,MKT2411,Retail Management,4,,,
NUS Business School,"University of Hawaii, Manoa",BUS626,ORGANIZATIONAL BEHAVIOR,3,,,,MNO3301,Organisational Behaviour,4,,,
NUS Business School,"University of Hawaii, Manoa",ECON131,PRINCIPLES OF MACROECONOMICS,3,,,,BSP2001,Macro & Int'l Economics,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT362,INTERNET MARKETING,3,,,,MKT3415,Marketing in a Digital Age,4,,,
NUS Business School,"University of Hawaii, Manoa",BUS345,STRATEGIC MANAGEMENT,3,,,,BSP3001,Strategic Management,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT311,CONSUMER BEHAVIOR,3,,,,MKT3402,Consumer Behaviour,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN430,BANK FINANCIAL MANAGEMENT,3,,,,FIN3117,Bank Management,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT351,PROFESSIONAL SELLING,3,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT332,INTEGRATED COMMUNICATION CAMPAIGNS,3,,,,MKT3422Y,TOPICS IN MKTG:SEL TOPICS 2,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN444,ASIAN FINANCE,3,,,,FIN3120Z,Topic in Finance,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN330,BANK FINANCIAL MANAGEMENT,3,,,,FIN3117,Bank Management,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN421,OPTIONS AND OTHER DERIVATIVES,3,,,,FIN3116,Options and Futures,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT381,MULTINATIONAL MARKETING,3,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,"University of Hawaii, Manoa",MKT352,SALES MANAGEMENT,3,,,,MKT3422Z,Topics in Marketing,4,,,
NUS Business School,"University of Hawaii, Manoa",KT352,Sales & Sales Management,3,,,,MKT3422X,TOPICS IN MKTG:SEL TOPICS 1,4,,,
NUS Business School,"University of Hawaii, Manoa",KT352,Sales & Sales Management,3,,,,MKT3422A,,4,,,
NUS Business School,"University of Hawaii, Manoa",FIN3101,Personal Finance,3,,,,FIN2111,Personal Finance,4,,,
